,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
460,eAnkitPandey,Public Policy | Governance | Technology | Making world more inclusive & sustainable! @weincludedorg | @TheGFProgram | @Nalanda_Univ | NIT | BHU,Piramal School of Leadership,67,1840,43249,4,"In the Arab States women are leading at the community level in crisis response &amp; #climatechange. 

The key is to support the increase of their leadership at national &amp; community levels including in the most difficult contexts.

@khalida_bouzar 

#IWD2021 
#ClimateAction https://t.co/kKgQuAbWRg",['climatechange']
461,ClimateHannah,"Born c.320 ppm CO2. Journalist. Strategic communications (ex @transportfocus, @ActOnClimate100). FRSA. Yogini. Photographer. #StillEuropean #Netzero 2030 💙",London,1649,395,2310,0,@GarethSimkins @TheENDSReport Back in 1989 I helped develop strategy &amp; wrote literature to launch the @WildlifeTrusts first campaign to end #peat extraction. I didn't think over 30 years later we'd still see these vital habitats being burned or flogged off in sacs and pots to uk gardeners #ClimateEmergency,"['peat', 'ClimateEmergency']"
462,AlbertFiorino,"Retired educator and founder of the Metamode Institute, advancing a forward thinking approach to governance since 1997/Following and retweets not endorsements.","Toronto, Canada",3992,3209,55822,0,"@UHN @bradwouters @UHN_Research @tgwhf @thePMCF @TRI_UHN @ResearchCda @TGHRI_UHN @CIHR_IRSC @KevinSmithUHN @picardonhealth @JustinTrudeau @cafreeland @KirstyDuncanMP @MarcGarneau @ScienceMin @erinotoole @theJagmeetSingh @fordnation @janephilpott @celliottability @KingaSurmaMPP @C_Mulroney @jkenney 10 ...of #ClimateChange, the question is not merely political or academic; it has become an urgent and extremely practical matter, namely, that of our own survival as a species.
Government and philanthropic priorities must start reflecting this reality before it's too late.",['ClimateChange']
463,SDGClimFacility,"Multipartner project seeking to address the nexus between climate action, SDGs and human security in the Arab region",Arab States,134,45,31,5,"The region contains 1⃣4⃣ of the world’s 2⃣0⃣ most water-stressed countries and hosts 2⃣6⃣ million refugees &amp; internally displaced persons.

Together, conflict and #climatechange, undermine human security &amp; risk regress in #genderequality.

@khalida_bouzar #IWD2021 https://t.co/l1A0TjdKv6","['climatechange', 'genderequality', 'IWD2021']"
464,JDLReflections,"What lies behind us and what lies before us are small matters compared to what lies within us.

👇🏾Visit our E-commerce website",,186,72,8789,1,"Coastal wetlands such as mangrove forests are key in combatting climate change.
#LearnOnTikTok #Wetlands #ClimateChange #Environment https://t.co/lSQSIzcBi0","['LearnOnTikTok', 'Wetlands', 'ClimateChange', 'Environment']"
465,WordForestOrg,"We plant trees, build schools, facilitate education & support women's empowerment. See our film #TreesAreTheKey narrated by Kate Winslet at https://t.co/AEOcdMUxDg","Lyme Regis, England",2162,2229,5470,3,"Looking for an eco-friendly Mother's Day card this year?

Look no further that our online shop full of sweet, funny, and heartfelt images.

Head to https://t.co/ywV3KhaCyv

#TreesAreTheKey #ClimateChange #ClimateAction #ReforestKenya #MothersDay https://t.co/1ansOL67JP","['TreesAreTheKey', 'ClimateChange', 'ClimateAction', 'ReforestKenya', 'MothersDay']"
466,RealPhatsBlog,"Breaking News, News, Music, Sports, Politics, Living, Interest, Relationship information, Entertainment, Business and more. World News with a unique perspective",North America,986,6838,80489,1,"ANALYSIS: Communist Party seeking China's 'rejuvenation' 
#ForeignPolicy 
#JoeBiden 
#DonaldTrump 
#AsiaPacific 
#China 
#Business 
#COVID19 
#UyghurMuslims 
#SouthChinaSea 
#HongKong 
#Taiwan 
#Tibet 
#ClimateChange 
#ParisAccord
https://t.co/yZx7X59Su7","['ForeignPolicy', 'JoeBiden', 'DonaldTrump', 'AsiaPacific', 'China', 'Business', 'COVID19', 'UyghurMuslims', 'SouthChinaSea', 'HongKong', 'Taiwan', 'Tibet', 'ClimateChange', 'ParisAccord']"
467,DonHectorHogan,Seeker After Truth. Noted Flaneur and Parvenu.,,847,224,33232,4,"More meaningless “red noise” from, Gerald. Auto correlated rubbish. Just like his hero, Michael Mann’s Hockey Stick reconstruction.
#Climatechange #climatebrawl #ClimateCrisis https://t.co/KrfHdSTRVW",[]
468,haringeycouncil,"Contact customer services at @ContactHaringey - Monday to Friday, 9am-5pm. Haringey news and updates on everything happening across our community.","Haringey, London",995,21795,31188,1,"Cabinet approved the #Haringey #ClimateChange Action Plan (HCCAP) last night.

The HCCAP sets out ambitious, yet detailed &amp; deliverable, plans for the borough to become net zero carbon by 2041.

For further info on the HCCAP, click -&gt; https://t.co/PoqnmM5xhD #IAmHaringey 🌍🌲🌳☀️ https://t.co/WV1LzGfgot","['Haringey', 'ClimateChange', 'IAmHaringey']"
469,VerbierArtNow,"The Verbier Art Summit is an international platform for discourse, to generate innovative ideas and drive social change. #verbierartsummit",Switzerland,295,387,896,1,"The book #AndreaBowers is a survey of her work to date, between art and #activism, ranging from #climatechange to immigration. It includes critical pieces of different writers and full-colors illustrations of her work. @mcachicago @hammer_museum 

https://t.co/7sV4uQgT66","['AndreaBowers', 'activism', 'climatechange']"
470,tedxlondon,"An independent, volunteer-led organisation, sharing ideas worth spreading inspired by TED and our city of London.","London, England",1678,13736,7234,1,"🌪  Did you know that young people all over the world are anxious about #climatechange? Activist @cloverhogan  wants all of us to step up in the face of climate change. Watch and share her talk. And then get your head out of the clouds and start acting. 
https://t.co/cODKIxDu0Y https://t.co/FjzVxIHSHo",['climatechange']
471,cowspiracybot,A Twitter bot for @Cowspiracy related content,Somewhere,3,602,16037,4,"#climate #Renewables #ClimateChange #ClimateCrisis #bushfires 
#droughts #WaterIsTheNewOil
Aussie farmer in QLD sell water as crops not viable #renewableenergy @ecotricity 
@seaspiracy @Cowspiracy 
#tippingpoint #Savethefuture 
#vegan #vegetarian CHANGE SOMETHING #PlantTrees 
🕊 https://t.co/6ZJ6DTXqYp","['climate', 'Renewables', 'ClimateChange', 'ClimateCrisis', 'bushfires', 'droughts', 'WaterIsTheNewOil']"
472,semodu_pr,"modulares Bauen, zukunftsweisende Energiekonzepte - modular buildings, groundbreaking energy concepts Impressum + rechtliche Hinweise: https://t.co/iQAqd2m8ku","Stuttgart, München, Birmingham",5647,9406,67214,1,we should #protect our #environment to see those #pictures in #future - #nature #forest #winter #picoftheday #climate #climatechange https://t.co/VHcLyylK0x,"['protect', 'environment', 'pictures', 'future', 'nature', 'forest', 'winter', 'picoftheday', 'climate', 'climatechange']"
473,cheryl_fahling,"17-year Asian American Air Force ✈️ veteran. Pencil ✏️ sketch, photo 📸, watercolor #quote 🖼️. Love emojis—hate memes. Sometimes I write.  ❤️ 🐶 ☕🚰 🌎 ☀️  🚙",Northeast Indiana,31,441,785,1,"#ClimateChange ☀️ Newsbites

☀️ A year after Australia #wildfires, #extinction threatens 100s of species

☀️ The world wasted nearly 1B metric tons of food in 2019

☀️ #Ecosystem restoration is a pressing issue in fragmented #rainforest

➡️ https://t.co/PRg3givQ6X #ClimateCrisis https://t.co/hPdFourEoO","['ClimateChange', 'wildfires', 'extinction', 'Ecosystem', 'rainforest', 'ClimateCrisis']"
474,YanVanaAuthor,"'The Message' is a short novel about the damage we cause to our planet, with a sci-fi twist...",United Kingdom,671,205,1039,1,"Yan Vana's Thought of the Week:

""Microplastics have been found at 8,440 metres (27,690ft) on Mount Everest.  Is there anywhere on this earth we haven't spoilt?""  

https://t.co/kjY5xOiBfo

#books #environment #ourplanet #climatechange https://t.co/DxWhQsWgKo","['books', 'environment', 'ourplanet', 'climatechange']"
475,InsuranceBizUK,"Insurance Business UK is a website with multiple daily updates focused on insurance industry news, interviews with brokers, expert columns, podcasts and videos.","2 Leman Street, London E1 8FA",1567,6332,17551,1,".@MarshGlobal welcomes head of sustainability and #climatechange strategy - #insurance #insurancenews 

https://t.co/l4exP0DVk1","['climatechange', 'insurance', 'insurancenews']"
476,climatalk_org,Demystifying #climatepolicy · Bite-sized articles for busy people · Showcasing young people's work and projects,,338,143,128,1,"#Globalwarming and increase in GHG emissions are at their highest levels yet; the latest #IPCC report concludes that significantly more action needs to be taken or temperatures will rise to 4 degrees above pre-industrial levels by the end of the century. 
#climatecrisis https://t.co/DTJ9jSGBGr","['Globalwarming', 'IPCC', 'climatecrisis']"
477,sdessai,"Prof of Climate Change Adaptation @CCAdaptGroup @SRILeeds @SEELeeds @CCCEP Research on climate uncertainty, risk, decision-making & the science-policy interface",@UniversityLeeds,819,1640,1276,5,"""Assessing the Quality of Regional Climate Information""

New paper (and congrats!) from @delfina0304 @sdessai @PriestleyCentre,  Seamus Bradley &amp; @climatehat.  

This paper also shows how #philosophy can contribute to climate #science!  #climatechange 

https://t.co/PPGvD7gTRH",[]
478,cbearpeace,,,113,43,9898,17,"Our Facebook page has been verified. Please like and share it. 
We are #FridaysForFuture https://t.co/3BAZCSTVqW",['FridaysForFuture']
479,Eti_Udoh,Attorney/Financial Advisor/Administrator. @UniOfHull Alumnus. lover of♟️🎮. 🇳🇬🇨🇮🇬🇧.,Ivory Coast,451,279,6963,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
480,OlumideIDOWU,Activist | Environmentalist | Communicator | Social Storyteller | Co-Founder/CEO @ClimateWed | Youth FP @GEF_SGP 🇳🇬 | Fellow @atlascorps | Fellow @StateIVLP,Africa,32033,39162,425286,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
481,Nawe4Earth,"NAWE is a community of women in Africa  enhancing stewardship of the environment through networking, career building and leadership development.","Nairobi, Kenya",181,1959,520,3,"They inspire and aspire 👇🏾👇🏾👇🏾 #womenleaders
#environment 
#climatechange https://t.co/ySFO4yDmKu","['womenleaders', 'environment', 'climatechange']"
482,MaraOltraPramo,"Epaña/Arg. Quiero transf. política,  judicial sin  corrupción y ecológica. Emprendedora, Mercados, Arte, Yoga, Música, Futurismo. A URIEL abrazar. Capricornio.","Mendoza, Arg. / Alicante, Esp.",2108,518,2993,36,"@HansLak @amongstwits @ECOWARRIORSS @AmazingChevVolt @MarcVegan @JJ_Angelus @Totalrecoverys1 @THEnergyNet @Jackthelad1947 @mwt2008 @ProfRayWills @kashthefuturist @charluv2011 @kirillklip @autrement_votre @ProfStrachan @NormanBuffong @debraruh @Sustainablehero @StopAdaniCairns @stracma @cberrl @01000011CS @luribea68 @SOLARLIFE @Hal_Good @ollivier_yves @gezgintrk @1o5CleanEnergy @AuroraBlogspot @diioannid @SustMeme @zaibatsu @JeremyMallin @NancySinatra @AkwyZ @1CaptD @ken_crichlow @MLCzone @ristori20 @seth_leitman @climateguyw @lillith6 @solarimpulse @SonoMotors @Peter_Dickerson @mvollmer1 @Susemgf #Decarbonization is a Must!
How About #Solar #Electric #Trains?

Let's Add #Renewables to #Transportation &amp; Go!

#RenewableEnergy #EV #ClimateChange
#ClimateEmergency #ClimateAction #FridaysForFuture #Sustainability #Carbon #SDGs #Pollution
@28delayslater
https://t.co/txrvEERfsn",[]
483,IPBES,"Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES) RT & MT ≠ endorsements. Denialism, trolling or profanity will probably get you banned.","Bonn, Germany",11210,68319,23246,9,"🥘The upcoming @FoodSystems Summit is a momentous opportunity for farmers and producers to join the consultative process set to reshape our #foodsystems, improve management of natural resources and address #hunger, poverty and #climatechange 🌡️👩🏽‍🌾🌱

https://t.co/3SlVauDWJs",[]
484,lizziecornish1,"Mum of 2 ED docs 💙#ClimateAction #50sWomen #StopTellingHalfTheStory. Support democracy, CEDAW,♀education, 🇵🇸, BLM,🌍 literacy. Nanny, former 🇷🇺Linguist❤️🐝","Edinburgh, Scotland",1711,699,52626,4,"Raquel's organisation is tackling #ClimateChange in #Guatemala and lobbying the government for action ✊ 🌏 Women on the frontlines of the #ClimateCrisis are leading the response in their communities, yet only 37% of top climate negotiators are women. #StopTellingHalfTheStory https://t.co/hN9MFCyeuv","['ClimateChange', 'Guatemala']"
485,WJG_Wendy,,,344,46,5507,6,"If your councillors or MP says ""we're taking the #climateemergency seriously""—show them this. 👇 https://t.co/mWde8EnGtW",['climateemergency']
486,SDGClimFacility,"Multipartner project seeking to address the nexus between climate action, SDGs and human security in the Arab region",Arab States,134,45,31,4,"In the Arab States women are leading at the community level in crisis response &amp; #climatechange. 

The key is to support the increase of their leadership at national &amp; community levels including in the most difficult contexts.

@khalida_bouzar 

#IWD2021 
#ClimateAction https://t.co/kKgQuAbWRg","['climatechange', 'IWD2021', 'ClimateAction']"
487,CopernicusEU,The European Union Earth Observation Programme,Brussels,1914,73696,59918,2,"#WomenInSpace🛰️

@KvSchuckmann works on the role of the ocean in #climatechange and variability - in particular the Earth energy imbalance and its implications, as well as the critical role of the ocean for sustainable development. 

Her message? Stay persistent. 🚀 https://t.co/4Yv6GyDrbJ","['WomenInSpace', 'climatechange']"
